================================================================================
Count of Words: Data Structure Edition - Output Report
================================================================================
Arquivo Analisado: input/a_riqueza_das_nacoes_english.txt
Estrutura de Dados: Árvore AVL
Data de execução: sábado, 12 de julho de 2025 - 12:44:15
Quantidade de palavras: 385720

================================================================================
Tabela de Frequências
================================================================================
Palavra           | Frequência
monopolist        | 4    
monopolists       | 5    
monopolize        | 3    
monopolizing      | 2    
monopoly          | 175  
montauban         | 2    
montesquieu       | 4    
montezuma         | 1    
month             | 17   
month’s           | 3    
monthly           | 5    
months            | 57   
monuments         | 1    
moors             | 5    
moral             | 12   
moralists         | 1    
morality          | 5    
morals            | 19   
moravia           | 1    
more              | 1677 
morellet          | 1    
morning           | 2    
morrow            | 1    
mortal            | 3    
mortality         | 4    
mortar            | 2    
mortgage          | 16   
mortgaged         | 5    
mortgages         | 4    
mortgaging        | 1    
mortification     | 1    
mortifies         | 1    
mortifying        | 2    
mortmain          | 1    
mosaical          | 1    
most              | 707  
mother            | 64   
motion            | 31   
motive            | 14   
motives           | 8    
mouldered         | 1    
mountain          | 1    
mountainous       | 2    
mountains         | 4    
mounted           | 1    
mounts            | 1    
mournful          | 1    
mourning          | 3    
mouths            | 1    
moveable          | 7    
moveables         | 4    
moved             | 1    
movement          | 3    
movements         | 1    
moves             | 1    
mr                | 70   
much              | 1008 
muir              | 1    
mulattoes         | 1    
mulberry          | 1    
mules             | 1    
multiplication    | 15   
multiplicity      | 1    
multiplied        | 10   
multiplies        | 1    
multiply          | 16   
multiplying       | 5    
multitude         | 17   
multitudes        | 2    
multure           | 1    
mum               | 3    
mun               | 1    
mun’s             | 1    
mundic            | 1    
munificent        | 1    
munificently      | 1    
murdered          | 2    
murmur            | 3    
muscovada         | 1    
muscovado         | 3    
muscovia          | 1    
muscovites        | 1    
music             | 5    
musical           | 3    
musician          | 1    
musicians         | 1    
musket            | 1    
muslins           | 3    
must              | 895  
muster            | 1    
mutilated         | 3    
mutilation        | 1    
mutiny            | 1    
mutton            | 2    
mutual            | 12   
mutually          | 8    
my                | 7    
mysteries         | 1    
mystery           | 3    
nail              | 2    
nailed            | 1    
nailer            | 2    
nails             | 9    
naked             | 2    
name              | 32   
named             | 1    
namely            | 1    
names             | 4    
naples            | 2    
narrow            | 12   
narrowed          | 1    
narrower          | 3    
narrowing         | 1    
narrowness        | 5    
nastiest          | 1    
nastiness         | 1    
nat               | 1    
nation            | 136  
national          | 41   
nations           | 245  
native            | 17   
natives           | 16   
nativity          | 1    
natural           | 236  
naturally         | 274  
nature            | 157  
naval             | 15   
navies            | 1    
navigable         | 21   
navigated         | 2    
navigation        | 37   
navigations       | 2    
navigators        | 1    
navy              | 14   
neapolitan        | 1    
near              | 54   
nearer            | 18   
nearest           | 11   
nearly            | 183  
neat              | 53   
necessaries       | 69   
necessarily       | 362  
necessary         | 371  
necessities       | 6    
necessitous       | 1    
necessity         | 67   
need              | 12   
needles           | 2    
neglect           | 29   
neglected         | 26   
neglecting        | 3    
neglects          | 3    
negligence        | 14   
negligent         | 5    
negligently       | 1    
negotiated        | 1    
negotiating       | 1    
negotiation       | 1    
negro             | 8    
negroes           | 7    
neighbour         | 12   
neighbourhood     | 88   
neighbouring      | 27   
neighbours        | 50   
neither           | 126  
nemaean           | 1    
netherlands       | 1    
network           | 1    
